Date,ABB.NS,ESCORTS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS
2025-11-13,4836.06,3549.73,970.6,1509.14,1503.95
2025-11-14,4874.94,3493.75,973.5,1470.97,1511.91
2025-11-17,4962.54,3564.88,980.34,1475.67,1511.31
2025-11-18,5000.93,3560.35,976.3,1454.92,1512.41
2025-11-19,5003.39,3526.51,978.42,1508.46,1511.91
2025-11-20,5066.39,3500.34,992.44,1503.96,1541.97
2025-11-21,5012.25,3559.07,981.81,1512.28,1539.48
2025-11-24,4977.8,3610.92,982.89,1515.21,1528.83
2025-11-25,4991.09,3578.85,973.7,1498.18,1532.61
2025-11-26,5116.1,3627.06,987.57,1524.9,1562.67
2025-11-27,5158.43,3785.65,993.08,1533.22,1556.2
2025-11-28,5093.95,3755.74,991.21,1527.06,1560.29
2025-12-01,5108.23,3782.11,985.8,1530.87,1558.89
2025-12-02,5101.83,3696.52,973.7,1527.94,1539.18
2025-12-03,5027.02,3738.63,984.22,1545.26,1531.72
2025-12-04,5091.49,3673.49,980.98,1563.76,1528.53
2025-12-05,5092.48,3650.96,986.98,1581.97,1533.51
2025-12-08,4978.29,3616.82,986.78,1576.68,1535.9
2025-12-09,5036.86,3615.45,980.88,1565.13,1522.36
2025-12-10,5071.31,3588.39,973.7,1551.23,1529.83
2025-12-11,5160.4,3615.94,984.02,1564.15,1537.89
2025-12-12,5195.34,3600.59,985.21,1564.35,1549.34
2025-12-15,5202.23,3659.03,979.89,1572.77,1549.04
2025-12-16,5159.9,3618.79,978.12,1559.16,1535.2
2025-12-17,5090.02,3584.06,967.99,1568.07,1537.29
2025-12-18,5017.67,3579.64,963.76,1592.34,1537.29
2025-12-19,5095.92,3557.4,969.47,1603.99,1557.9
2025-12-22,5099.86,3566.94,971.63,1653.81,1568.15
2025-12-23,5122.5,3686.48,980.38,1632.96,1563.47
2025-12-24,5133.33,3668.28,980.98,1628.17,1551.03
2025-12-26,5101.83,3638.37,975.96,1621.02,1552.02
2025-12-29,5084.11,3661.89,975.56,1609.86,1538.49
2025-12-30,5058.02,3650.47,974.78,1587.25,1532.71
2025-12-31,5089.03,3659.72,975.07,1581.18,1563.17
2026-01-01,5095.43,3758.89,975.02,1595.28,1568.35
2026-01-02,5123.98,3784.96,985.3,1605.65,1584.97
2026-01-05,5087.55,3898.11,961.6,1572.37,1570.84
2026-01-06,5142.68,3884.83,946.54,1578.05,1500.66
2026-01-07,5216.01,3827.27,933.61,1604.28,1497.28
2026-01-08,4942.36,3819.4,931.3,1579.13,1463.83
2026-01-09,5013.24,3756.73,923.72,1579.91,1468.51
2026-01-12,4968.94,3690.81,921.71,1562.1,1476.37
2026-01-13,4888.23,3662.48,922.1,1565.13,1446.11
2026-01-14,4857.71,3630.4,910.39,1565.91,1452.09
2026-01-15,4857.71,3630.4,910.39,1565.91,1452.09
2026-01-16,4796.19,3618.99,915.95,1654.01,1451.19
2026-01-19,4789.3,3515.29,912.8,1645.59,1407.09
2026-01-20,4618.02,3449.57,916.05,1623.76,1387.58
2026-01-21,4633.77,3517.65,905.38,1619.36,1398.14
2026-01-22,4681.02,3495.91,903.75,1628.27,1396.05
2026-01-23,4620.98,3443.86,901.19,1635.41,1379.72
2026-01-27,4633.77,3412.77,911.33,1647.06,1374.15
2026-01-28,4964.51,3426.35,917.52,1631.2,1390.27
2026-01-29,5388.27,3239.13,920.28,1624.35,1384.6
2026-01-30,5491.13,3326.2,914.13,1606.24,1388.98
2026-02-02,5382.36,3444.75,913.0,1594.89,1384.0
2026-02-03,5579.72,3542.64,933.26,1620.92,1430.49
2026-02-04,5664.87,3541.66,937.59,1503.27,1450.1
2026-02-05,5679.63,3654.11,934.25,1488.0,1436.76
2026-02-06,5724.91,3702.91,925.79,1475.18,1444.12
2026-02-09,5724.42,3716.59,922.0,1465.49,1454.87
2026-02-10,5778.07,3761.84,917.23,1466.08,1451.79
2026-02-11,5734.27,3635.32,912.02,1440.72,1461.94
2026-02-12,5697.84,3577.08,905.62,1356.64,1442.23
2026-02-13,5689.97,3528.67,889.19,1340.1,1413.07
2026-02-16,5795.79,3481.6,910.74,1336.68,1430.49
2026-02-17,5744.6,3465.98,910.64,1361.73,1416.45
2026-02-18,5789.39,3507.51,909.65,1344.6,1434.67
2026-02-19,5629.93,3421.78,900.7,1341.47,1403.01
2026-02-20,5893.24,3379.56,897.01,1324.54,1412.87
2026-02-23,5824.82,3444.92,908.57,1299.38,1421.43
2026-02-24,5961.16,3525.51,895.69,1248.48,1422.22
2026-02-25,6070.91,3562.49,892.83,1262.77,1392.06
2026-02-26,6036.95,3559.23,883.98,1261.8,1400.33
2026-02-27,5977.89,3479.23,873.31,1272.56,1387.48
2026-03-02,5889.3,3359.39,865.09,1261.6,1351.75
2026-03-04,5739.19,3229.85,854.52,1279.71,1338.81
2026-03-05,5836.14,3296.0,863.47,1278.14,1383.01
2026-03-06,5967.06,3254.77,843.11,1280.69,1398.33
2026-03-09,5888.81,3167.56,827.02,1287.15,1417.45
2026-03-10,6127.02,3291.55,835.63,1268.16,1402.32
2026-03-11,6181.65,3358.6,820.38,1249.27,1383.8
2026-03-12,6308.63,3193.66,819.2,1238.99,1385.79
2026-03-13,6292.39,3085.68,803.71,1221.86,1374.35
2026-03-16,6120.62,3025.76,826.92,1223.33,1388.68
2026-03-17,6211.67,3018.64,831.6,1206.79,1391.17
2026-03-18,6238.25,3056.22,829.33,1240.26,1401.62
2026-03-19,6116.68,2854.9,785.21,1194.94,1378.43
2026-03-20,6198.38,3025.17,767.75,1229.3,1407.89
2026-03-23,5946.88,2839.47,732.04,1230.18,1401.32
2026-03-24,6065.5,2867.35,752.45,1251.22,1405.3
2026-03-25,6115.2,2934.2,769.57,1252.01,1406.6
2026-03-27,6009.39,2810.6,743.9,1242.81,1341.9
2026-03-30,5848.45,2709.64,719.65,1224.11,1337.71
