Date,ABB.NS,ESCORTS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS
2024-01-16,4673.21,2872.29,803.92,1503.54,1358.25
2024-01-17,4637.98,2816.7,736.1,1511.52,1345.35
2024-01-18,4577.06,2823.69,711.52,1513.73,1351.65
2024-01-19,4684.04,2893.7,704.1,1529.02,1351.16
2024-01-23,4635.56,2754.74,683.37,1513.31,1312.74
2024-01-24,4597.37,2822.28,697.04,1543.95,1327.86
2024-01-25,4605.19,2860.1,686.98,1538.15,1336.95
2024-01-29,4655.96,2935.75,696.44,1526.63,1430.8
2024-01-30,4595.91,2930.94,691.48,1521.88,1390.85
2024-01-31,4539.41,2896.96,700.22,1530.59,1409.63
2024-02-01,4417.41,2798.59,702.04,1527.04,1409.65
2024-02-02,4353.67,2859.38,692.37,1560.5,1440.33
2024-02-05,4244.59,2882.0,691.75,1554.83,1421.88
2024-02-06,4278.41,2863.07,691.39,1593.76,1410.79
2024-02-07,4445.64,2845.63,684.61,1560.86,1424.97
2024-02-08,4324.47,2847.87,671.73,1559.34,1432.85
2024-02-09,4362.41,2726.05,672.0,1538.38,1443.34
2024-02-12,4303.09,2734.45,665.49,1548.28,1435.04
2024-02-13,4338.51,2705.9,667.62,1552.39,1447.64
2024-02-14,4429.41,2728.47,662.64,1535.48,1463.72
2024-02-15,4342.15,2820.58,677.0,1544.83,1453.08
2024-02-16,4396.13,2842.33,679.8,1568.14,1443.17
2024-02-19,4361.83,2875.2,678.46,1566.39,1456.44
2024-02-20,4396.47,2843.16,696.27,1553.03,1453.5
2024-02-21,4843.65,2829.85,689.02,1525.66,1450.21
2024-02-22,5271.49,2840.78,679.63,1549.44,1464.09
2024-02-23,5239.47,2826.8,680.14,1545.29,1475.83
2024-02-26,5146.33,2807.23,680.95,1529.9,1469.6
2024-02-27,5296.27,2772.95,679.92,1533.08,1467.95
2024-02-28,5274.98,2743.48,674.77,1540.13,1438.28
2024-02-29,5290.87,2773.82,671.9,1542.57,1443.39
2024-03-01,5334.5,2814.71,685.0,1524.88,1474.35
2024-03-04,5472.19,2834.42,685.93,1508.75,1489.44
2024-03-05,5520.1,2782.86,689.83,1480.46,1482.32
2024-03-06,5539.38,2759.89,690.67,1490.64,1485.09
2024-03-07,5607.45,2767.46,692.35,1489.63,1461.3
2024-03-11,5676.05,2756.0,683.58,1475.02,1449.12
2024-03-12,5556.19,2734.88,698.78,1486.4,1457.84
2024-03-13,5438.86,2634.43,699.19,1484.97,1415.11
2024-03-14,5466.22,2666.76,696.82,1523.59,1414.42
2024-03-15,5457.62,2624.38,695.48,1505.8,1401.33
2024-03-18,5603.57,2623.26,692.32,1476.91,1422.32
2024-03-19,5469.33,2635.06,693.9,1438.94,1408.27
2024-03-20,5571.45,2660.84,685.14,1432.95,1426.55
2024-03-21,5698.94,2683.22,692.18,1432.72,1433.69
2024-03-22,5798.54,2671.08,690.79,1390.47,1437.69
2024-03-26,5762.0,2671.67,682.43,1375.54,1424.4
2024-03-27,6101.66,2717.74,689.76,1367.43,1475.06
2024-03-28,6180.85,2696.96,693.21,1380.52,1468.15
2024-04-01,6320.58,2775.82,704.03,1378.12,1467.08
2024-04-02,6247.9,2791.5,708.65,1366.51,1469.23
2024-04-03,6320.0,2919.34,709.68,1364.48,1454.07
2024-04-04,6317.82,2932.89,731.36,1370.06,1445.49
2024-04-05,6481.11,2911.62,741.87,1363.05,1442.7
2024-04-08,6510.16,2983.38,740.46,1360.84,1468.27
2024-04-09,6345.02,2934.68,741.39,1377.57,1446.21
2024-04-10,6453.61,2943.33,735.55,1388.58,1461.94
2024-04-12,6561.86,2936.48,727.22,1368.26,1449.67
2024-04-15,6375.39,2912.49,715.61,1352.96,1447.37
2024-04-16,6456.82,2974.54,722.58,1303.48,1448.28
2024-04-18,6189.26,2930.94,715.61,1307.9,1446.88
2024-04-19,6114.54,3016.84,733.14,1300.53,1452.61
2024-04-22,6340.65,3083.55,723.99,1320.34,1462.22
2024-04-23,6128.97,3119.62,721.79,1329.23,1441.94
2024-04-24,6164.33,3156.62,723.75,1318.5,1432.9
2024-04-25,6249.7,3156.62,723.3,1325.59,1442.58
2024-04-26,6229.05,3196.48,722.84,1318.04,1435.24
2024-04-29,6269.33,3192.26,732.27,1322.18,1447.57
2024-04-30,6355.66,3261.4,727.77,1309.1,1449.52
2024-05-02,6493.4,3379.14,733.59,1303.48,1449.08
2024-05-03,6532.26,3383.76,727.53,1305.18,1416.91
2024-05-06,6768.06,3373.61,728.99,1314.03,1402.61
2024-05-07,6717.45,3341.17,721.1,1327.9,1384.78
2024-05-08,7008.34,3436.05,709.84,1315.32,1401.65
2024-05-09,6811.7,3345.69,693.02,1326.61,1377.51
2024-05-10,7000.15,3450.52,697.82,1313.11,1390.65
2024-05-13,7786.05,3495.62,706.24,1311.77,1385.99
2024-05-14,7880.25,3548.35,709.01,1312.92,1403.15
2024-05-15,7883.61,3544.13,698.11,1308.55,1399.4
2024-05-16,8098.98,3640.12,708.67,1339.32,1408.37
2024-05-17,8163.54,3690.62,710.53,1330.98,1418.59
2024-05-21,8337.07,3774.95,707.96,1321.63,1419.01
2024-05-22,8204.35,3723.73,708.16,1340.66,1443.25
2024-05-23,8214.44,3700.81,724.37,1356.88,1468.34
2024-05-24,8213.12,3702.85,736.3,1350.15,1462.61
2024-05-27,8189.87,3743.49,741.4,1355.91,1448.78
2024-05-28,8029.26,3735.43,742.76,1351.95,1438.85
2024-05-29,7994.83,3741.94,731.99,1337.11,1423.61
2024-05-30,8059.49,3736.89,735.16,1315.46,1407.87
2024-05-31,8111.46,3707.85,743.27,1322.46,1413.36
2024-06-03,8511.33,3777.82,763.0,1321.52,1492.33
2024-06-04,7476.43,3692.51,719.78,1310.01,1380.63
2024-06-05,7618.76,3795.88,753.1,1344.27,1403.82
2024-06-06,7789.22,3894.98,756.93,1383.89,1414.54
2024-06-07,7872.84,3872.79,763.55,1441.56,1452.43
2024-06-10,7861.82,3934.69,757.71,1409.74,1453.87
2024-06-11,7894.29,4006.99,759.41,1405.98,1439.32
2024-06-12,8075.43,4003.35,763.94,1396.06,1445.89
2024-06-13,8236.92,4124.78,767.15,1404.29,1447.79
2024-06-14,8796.08,4167.95,774.98,1399.54,1459.94
2024-06-18,8646.88,4177.66,780.27,1408.28,1463.38
2024-06-19,8331.9,4094.1,804.56,1420.64,1441.27
2024-06-20,8327.32,4067.49,810.14,1424.45,1456.14
2024-06-21,8190.89,4209.12,808.4,1440.71,1436.87
2024-06-24,8255.16,4126.72,811.62,1435.49,1424.3
2024-06-25,8191.14,4077.25,830.53,1449.4,1436.82
2024-06-26,8182.55,4127.99,825.75,1448.23,1495.98
2024-06-27,8428.49,4026.07,823.15,1478.92,1512.31
2024-06-28,8280.12,4026.56,817.16,1472.72,1546.75
2024-07-01,8374.22,4021.95,827.54,1495.32,1541.56
2024-07-02,8302.84,4006.6,839.87,1523.76,1546.53
2024-07-03,8403.92,3998.25,858.33,1529.73,1533.93
2024-07-04,8499.44,3987.04,838.19,1551.58,1535.51
2024-07-05,8463.94,4028.93,799.83,1548.57,1569.7
2024-07-08,8347.07,4003.86,793.64,1561.92,1581.82
2024-07-09,8377.73,4059.65,794.2,1557.69,1571.33
2024-07-10,8330.78,3951.34,789.15,1549.32,1565.35
2024-07-11,8247.99,3890.04,787.12,1553.51,1561.82
2024-07-12,8005.46,3819.08,787.5,1609.01,1577.7
2024-07-15,8046.32,3879.99,787.21,1604.6,1578.19
2024-07-16,8027.94,3926.37,786.07,1622.45,1557.47
2024-07-18,7697.21,3894.62,783.67,1652.53,1567.77
2024-07-19,7431.33,3825.61,780.03,1685.34,1536.62
2024-07-22,7525.38,3915.98,797.14,1702.17,1482.79
2024-07-23,7316.79,4019.27,785.42,1726.65,1470.17
2024-07-24,7335.86,4043.61,778.45,1723.88,1477.88
2024-07-25,7434.54,3956.85,784.54,1715.32,1474.62
2024-07-26,7656.35,4043.36,785.3,1766.13,1491.04
2024-07-29,7776.34,4043.41,778.94,1758.8,1501.99
2024-07-30,7648.74,4054.43,784.03,1764.49,1495.12
2024-07-31,7700.82,4070.52,784.13,1756.12,1487.49
2024-08-01,7576.92,4047.7,795.32,1741.41,1497.24
2024-08-02,7390.66,3808.94,805.19,1711.89,1481.46
2024-08-05,7280.37,3670.78,784.13,1646.75,1430.08
2024-08-06,7280.37,3607.09,777.07,1646.0,1438.7
2024-08-07,7675.02,3643.81,787.89,1684.12,1447.37
2024-08-08,7745.14,3598.55,797.21,1638.53,1431.86
2024-08-09,7774.2,3596.9,800.85,1664.47,1456.73
2024-08-12,7484.18,3622.79,805.65,1689.52,1443.22
2024-08-13,7357.51,3612.79,778.04,1689.57,1446.19
2024-08-14,7564.39,3569.29,780.27,1713.82,1444.43
2024-08-16,7714.81,3640.01,792.07,1747.38,1460.59
2024-08-19,7628.41,3636.88,791.8,1752.88,1475.66
2024-08-20,7607.1,3656.68,794.78,1759.83,1483.14
2024-08-21,7724.9,3694.14,789.01,1760.3,1485.84
2024-08-22,7664.44,3716.13,791.68,1767.4,1485.3
2024-08-23,7612.55,3780.41,788.64,1750.34,1487.13
2024-08-26,7607.33,3783.28,795.88,1763.55,1499.65
2024-08-27,7721.14,3770.6,794.81,1786.06,1487.6
2024-08-28,7751.85,3759.73,794.49,1822.72,1485.47
2024-08-29,7691.4,3722.42,795.2,1817.31,1507.9
2024-08-30,7749.55,3758.9,794.4,1827.04,1496.7
2024-09-02,7518.32,3690.77,789.57,1846.59,1503.27
2024-09-03,7585.36,3700.33,794.61,1824.74,1496.2
2024-09-04,7459.53,3684.87,796.77,1807.07,1501.58
2024-09-05,7470.32,3651.81,798.55,1817.12,1480.19
2024-09-06,7339.77,3596.11,794.42,1787.7,1452.28
2024-09-09,7422.28,3593.58,799.05,1780.94,1449.93
2024-09-10,7358.61,3650.2,800.92,1797.53,1449.01
2024-09-11,7391.08,3668.83,797.79,1795.51,1439.07
2024-09-12,7538.78,3697.8,808.81,1833.39,1467.13
2024-09-13,7503.82,3718.57,808.49,1827.42,1460.02
2024-09-16,7582.72,3753.24,810.92,1833.2,1458.75
2024-09-17,7688.62,3790.94,809.88,1835.36,1459.69
2024-09-18,7602.3,3704.62,822.49,1778.59,1450.92
2024-09-19,7326.39,3722.67,829.14,1780.51,1457.09
2024-09-20,7514.9,3978.7,845.01,1791.37,1473.2
2024-09-23,7753.07,4129.53,854.04,1782.63,1480.59
2024-09-24,7888.36,4242.09,858.04,1784.65,1476.62
2024-09-25,7986.16,4266.86,863.41,1781.55,1481.16
2024-09-26,7880.75,4244.09,865.52,1786.2,1485.12
2024-09-27,7942.32,4221.31,850.57,1792.31,1513.11
2024-09-30,7865.71,4163.57,840.57,1763.03,1463.93
2024-10-01,8073.8,4105.44,837.73,1790.05,1452.28
2024-10-03,7919.71,4049.7,816.28,1779.76,1394.93
2024-10-04,7744.04,3916.66,804.47,1803.03,1374.65
2024-10-07,7575.98,3754.46,785.13,1818.21,1358.99
2024-10-08,7963.02,3760.36,801.26,1831.6,1385.39
2024-10-09,8259.29,3945.39,792.58,1835.55,1362.83
2024-10-10,8310.31,3875.85,806.77,1803.82,1359.31
2024-10-11,8352.69,3840.88,801.24,1818.96,1360.35
2024-10-14,8369.09,3867.95,819.24,1841.33,1360.77
2024-10-15,8445.07,3835.08,817.3,1841.71,1332.52
2024-10-16,8563.27,3783.04,824.92,1804.86,1342.48
2024-10-17,8486.47,3695.6,811.99,1849.98,1344.81
2024-10-18,8576.6,3721.35,816.21,1766.79,1347.66
2024-10-21,8085.13,3651.12,838.95,1741.55,1357.48
2024-10-22,7985.38,3581.19,832.08,1740.47,1331.85
2024-10-23,7522.76,3609.96,842.39,1760.96,1327.06
2024-10-24,7468.37,3408.41,849.11,1751.51,1328.33
2024-10-25,7344.89,3414.11,846.08,1750.29,1316.48
2024-10-28,7166.49,3419.72,841.62,1753.39,1322.93
2024-10-29,7316.43,3454.2,850.18,1748.59,1328.53
2024-10-30,7252.37,3544.18,841.81,1713.23,1332.39
2024-10-31,7254.86,3652.78,842.34,1670.59,1320.65
2024-11-01,7255.79,3702.53,843.12,1674.01,1327.19
2024-11-04,7187.87,3646.93,831.86,1676.67,1291.0
2024-11-05,6965.23,3614.7,853.09,1667.69,1294.12
2024-11-06,6995.7,3658.93,851.83,1733.76,1314.0
2024-11-07,6835.26,3553.83,847.61,1714.13,1294.47
2024-11-08,6879.88,3545.88,851.44,1739.7,1272.76
2024-11-11,7067.71,3531.64,857.19,1768.37,1261.8
2024-11-12,6800.59,3471.71,833.85,1776.64,1263.34
2024-11-13,6642.15,3409.09,815.97,1776.26,1241.33
2024-11-14,6523.17,3416.89,821.5,1772.6,1256.75
2024-11-18,6470.19,3356.52,827.49,1722.12,1249.96
2024-11-19,6544.11,3408.02,845.52,1734.76,1231.02
2024-11-21,6601.92,3369.25,845.01,1743.6,1212.53
2024-11-22,6742.39,3423.87,847.15,1808.44,1254.57
2024-11-25,7089.24,3526.38,866.56,1796.51,1275.98
2024-11-26,7157.45,3529.45,866.54,1829.26,1284.61
2024-11-27,7320.04,3511.89,879.52,1829.59,1282.13
2024-11-28,7221.07,3426.75,870.22,1765.09,1259.92
2024-11-29,7246.85,3466.3,871.63,1766.23,1281.14
2024-12-02,7314.72,3440.89,875.83,1787.1,1297.94
2024-12-03,7360.42,3430.35,886.31,1798.79,1311.97
2024-12-04,7484.09,3366.18,902.72,1796.08,1297.74
2024-12-05,7312.42,3353.25,905.46,1839.43,1310.73
2024-12-06,7374.92,3437.91,900.65,1827.6,1300.32
2024-12-09,7391.86,3458.98,907.52,1828.78,1284.06
2024-12-10,7512.46,3425.53,906.6,1852.46,1273.85
2024-12-11,7547.13,3408.26,904.17,1876.79,1267.26
2024-12-12,7477.11,3353.69,902.3,1889.01,1252.09
2024-12-13,7522.22,3355.25,908.37,1901.08,1261.95
2024-12-16,7704.93,3347.79,905.19,1882.4,1257.44
2024-12-17,7633.74,3261.81,889.69,1879.12,1234.64
2024-12-18,7477.21,3278.0,878.74,1881.55,1242.52
2024-12-19,7179.13,3202.95,870.39,1850.22,1219.91
2024-12-20,6758.6,3084.11,859.72,1827.36,1194.98
2024-12-23,6795.66,3066.11,874.03,1829.4,1211.83
2024-12-24,6716.56,3078.35,872.63,1814.9,1212.28
2024-12-26,6782.09,3073.43,869.06,1813.33,1206.13
2024-12-27,6686.0,3178.08,872.7,1822.22,1210.6
2024-12-30,6544.46,3185.64,862.82,1812.0,1200.33
2024-12-31,6749.81,3250.4,860.37,1787.29,1205.04
2025-01-01,6765.63,3218.12,865.18,1789.66,1210.79
2025-01-02,6729.75,3269.42,870.52,1861.3,1231.17
2025-01-03,6640.35,3288.78,848.9,1843.14,1240.44
2025-01-06,6464.72,3253.67,830.11,1842.28,1207.57
2025-01-07,6548.61,3255.67,831.52,1835.63,1230.23
2025-01-08,6500.56,3258.21,822.25,1837.81,1254.66
2025-01-09,6330.11,3306.05,809.39,1822.75,1244.01
2025-01-10,6264.88,3321.94,804.03,1869.95,1231.27
2025-01-13,5965.68,3216.8,791.46,1865.43,1229.23
2025-01-14,6002.16,3354.23,799.1,1844.37,1228.14
2025-01-15,6048.2,3393.0,797.38,1853.5,1241.48
2025-01-16,6160.01,3466.64,801.75,1833.35,1255.61
2025-01-17,6374.1,3511.94,794.32,1725.92,1291.2
2025-01-20,6371.91,3487.27,801.36,1723.88,1294.27
2025-01-21,6133.59,3485.56,797.06,1711.9,1262.79
2025-01-22,6132.08,3482.73,808.54,1764.9,1266.17
2025-01-23,6181.49,3499.95,807.98,1773.45,1252.83
2025-01-24,6033.7,3380.86,800.66,1782.96,1235.63
2025-01-27,5940.34,3284.2,790.95,1732.15,1218.82
2025-01-28,5857.98,3397.73,810.65,1739.51,1223.83
2025-01-29,5967.25,3446.84,814.0,1788.47,1224.92
2025-01-30,5584.95,3502.43,820.89,1768.22,1242.32
2025-01-31,5736.6,3534.13,824.41,1787.1,1254.27
2025-02-01,5370.26,3365.1,820.63,1760.05,1253.77
2025-02-03,5075.21,3246.6,814.34,1771.41,1235.23
2025-02-04,5497.26,3219.48,835.16,1805.16,1274.2
2025-02-05,5609.94,3244.06,843.36,1803.5,1267.26
2025-02-06,5547.89,3194.66,846.3,1821.18,1270.58
2025-02-07,5552.14,3189.1,840.91,1809.77,1255.85
2025-02-10,5449.36,3221.68,832.66,1787.57,1242.92
2025-02-11,5309.08,3052.55,825.7,1783.15,1224.28
2025-02-12,5321.49,2948.48,828.32,1771.27,1206.13
2025-02-13,5314.85,2947.85,823.9,1752.35,1205.69
2025-02-14,5140.05,2885.51,822.52,1764.85,1206.83
2025-02-17,5118.72,2908.51,833.44,1751.45,1214.41
2025-02-18,5021.21,2931.6,836.2,1760.62,1214.91
2025-02-19,5003.44,2955.43,838.22,1721.5,1216.94
2025-02-20,5219.05,3044.09,818.76,1735.14,1222.44
2025-02-21,5167.05,3000.94,821.38,1725.49,1217.63
2025-02-24,5263.29,2882.87,813.9,1677.1,1204.15
2025-02-25,5177.21,2878.86,816.45,1680.52,1193.69
2025-02-27,5023.8,2861.78,825.36,1677.29,1196.76
2025-02-28,4819.42,2807.52,840.74,1604.47,1189.82
2025-03-03,4968.73,2884.29,825.77,1624.34,1161.22
2025-03-04,5069.4,2896.03,829.87,1605.04,1151.95
2025-03-05,5187.46,2968.11,820.17,1627.1,1165.53
2025-03-06,5243.81,3016.06,820.75,1631.23,1199.24
2025-03-07,5201.38,2946.63,819.8,1602.85,1239.1
2025-03-10,5039.03,2868.97,818.95,1617.54,1227.8
2025-03-11,5008.76,2828.31,817.98,1579.66,1236.62
2025-03-12,5018.92,2860.66,830.43,1512.4,1246.29
2025-03-13,4998.27,2846.22,828.22,1501.94,1237.22
2025-03-17,5065.74,2898.33,830.07,1511.64,1228.24
2025-03-18,5065.74,2898.33,830.07,1511.64,1228.24
2025-03-19,5346.92,3120.57,846.42,1508.31,1236.47
2025-03-20,5332.37,3132.56,858.38,1535.88,1258.28
2025-03-21,5329.25,3159.17,859.16,1514.01,1265.42
2025-03-24,5402.19,3202.09,873.55,1514.2,1290.95
2025-03-25,5286.92,3143.66,883.96,1548.14,1274.44
2025-03-26,5393.89,3165.68,876.73,1520.57,1262.15
2025-03-27,5410.15,3184.52,885.85,1524.47,1267.26
2025-03-28,5415.91,3180.46,887.23,1493.19,1264.18
2025-04-01,5272.27,3149.88,857.95,1451.22,1241.88
2025-04-02,5188.29,3159.27,872.04,1473.7,1240.44
2025-04-03,5202.11,3205.85,871.05,1422.7,1238.01
2025-04-04,4976.15,3093.46,881.94,1380.06,1194.39
2025-04-07,4846.91,2985.43,853.02,1327.87,1155.72
2025-04-08,4945.39,3009.5,858.58,1358.34,1172.08
2025-04-09,4917.85,3061.76,856.56,1334.48,1175.2
2025-04-11,5022.43,3110.15,876.82,1339.94,1208.51
2025-04-15,5123.21,3203.9,905.05,1355.68,1229.48
2025-04-16,5253.08,3162.7,911.4,1343.41,1228.69
2025-04-17,5440.57,3195.28,925.33,1349.5,1263.59
2025-04-21,5496.72,3297.06,935.23,1379.44,1284.41
2025-04-22,5548.96,3285.8,952.02,1352.63,1280.14
2025-04-23,5578.75,3372.6,933.68,1402.16,1288.87
2025-04-24,5554.82,3315.75,930.23,1398.84,1290.46
2025-04-25,5369.77,3262.32,927.51,1407.2,1289.27
2025-04-28,5405.9,3287.47,931.88,1409.01,1357.08
2025-04-29,5452.29,3271.91,926.35,1423.65,1387.72
2025-04-30,5392.72,3189.22,934.21,1426.12,1392.97
2025-05-02,5345.56,3149.49,932.71,1432.59,1407.64
2025-05-05,5391.25,3177.77,939.94,1434.2,1419.05
2025-05-06,5240.44,3129.43,937.46,1436.96,1408.73
2025-05-07,5302.83,3135.4,944.21,1433.92,1393.96
2025-05-08,5194.76,3126.78,935.91,1436.86,1394.95
2025-05-09,5345.07,3063.37,917.08,1433.25,1365.41
2025-05-12,5489.0,3340.02,949.84,1546.67,1424.2
2025-05-13,5537.63,3426.62,933.05,1491.24,1403.58
2025-05-14,5536.16,3449.82,927.22,1513.87,1412.2
2025-05-15,5634.41,3467.53,938.48,1533.45,1441.75
2025-05-16,5717.92,3475.45,938.92,1511.49,1443.93
2025-05-19,5735.6,3457.15,940.86,1482.88,1428.46
2025-05-20,5637.85,3434.45,929.31,1483.64,1412.4
2025-05-21,5783.25,3439.15,935.09,1491.15,1416.96
2025-05-22,5820.09,3429.66,931.74,1471.18,1397.33
2025-05-23,5856.44,3435.43,938.39,1487.63,1414.58
2025-05-26,5891.32,3428.29,941.59,1502.56,1422.52
2025-05-27,5909.0,3456.57,934.84,1492.67,1409.92
2025-05-28,5909.5,3300.78,933.48,1494.29,1400.8
2025-05-29,5937.5,3231.49,935.43,1507.4,1405.66
2025-05-30,5866.27,3250.57,943.87,1506.54,1408.73
2025-06-02,5869.71,3311.15,937.66,1497.96,1401.6
2025-06-03,5889.85,3212.41,934.02,1487.55,1393.47
2025-06-04,5935.53,3179.63,942.07,1495.45,1411.31
2025-06-05,5925.71,3242.45,946.15,1498.44,1430.05
2025-06-06,5945.36,3222.69,960.27,1507.6,1431.14
2025-06-09,6105.99,3217.79,960.37,1516.37,1436.4
2025-06-10,6059.81,3188.34,953.77,1538.64,1426.18
2025-06-11,5970.41,3143.91,946.54,1572.48,1436.49
2025-06-12,5915.39,3099.19,943.14,1550.79,1429.26
2025-06-13,5893.78,3063.18,930.62,1544.42,1415.67
2025-06-16,5908.51,3082.16,939.26,1565.44,1425.49
2025-06-17,5928.65,3086.27,936.44,1580.96,1418.95
2025-06-18,5937.99,3200.18,938.53,1574.21,1417.86
2025-06-19,5766.06,3182.56,939.21,1560.24,1421.03
2025-06-20,5863.81,3159.27,953.48,1564.57,1453.65
2025-06-23,5819.6,3252.14,945.57,1527.07,1444.33
2025-06-24,5898.2,3228.95,951.63,1524.76,1438.38
2025-06-25,5861.85,3233.84,961.0,1556.86,1454.74
2025-06-26,5907.04,3286.1,981.19,1557.92,1482.5
2025-06-27,5963.04,3270.05,988.6,1550.21,1502.43
2025-06-30,5973.85,3263.2,982.02,1544.23,1487.75
2025-07-01,5845.15,3248.52,987.22,1549.05,1515.31
2025-07-02,5802.41,3280.62,974.42,1552.62,1505.8
2025-07-03,5768.51,3294.02,974.96,1560.52,1504.8
2025-07-04,5759.18,3273.86,976.04,1581.73,1514.22
2025-07-07,5741.5,3287.83,975.11,1568.53,1528.3
2025-07-08,5737.56,3333.18,981.97,1579.81,1524.43
2025-07-09,5794.55,3323.83,986.78,1574.99,1505.99
2025-07-10,5790.13,3270.61,984.33,1557.73,1504.21
2025-07-11,5655.53,3247.0,973.29,1537.58,1482.4
2025-07-14,5548.44,3211.68,972.95,1513.86,1471.0
2025-07-15,5509.63,3303.17,979.08,1528.61,1472.68
2025-07-16,5453.63,3302.78,979.47,1550.11,1472.88
2025-07-17,5538.62,3355.81,974.86,1526.59,1463.76
2025-07-18,5547.46,3360.04,960.39,1529.1,1463.36
2025-07-21,5733.64,3371.65,981.53,1527.36,1416.37
2025-07-22,5654.06,3387.98,984.77,1514.44,1400.7
2025-07-23,5610.83,3422.61,993.21,1517.91,1412.4
2025-07-24,5599.04,3389.65,988.25,1496.7,1390.89
2025-07-25,5544.02,3356.6,985.99,1461.23,1379.78
2025-07-28,5448.23,3354.33,987.91,1461.52,1375.72
2025-07-29,5481.14,3433.44,994.35,1459.3,1404.97
2025-07-30,5456.58,3374.21,996.42,1464.41,1398.03
2025-07-31,5413.35,3304.94,992.68,1454.77,1378.3
2025-08-01,5293.0,3236.37,989.73,1416.78,1381.77
2025-08-04,5003.18,3339.28,979.79,1427.29,1399.41
2025-08-05,4994.83,3357.58,972.71,1407.82,1379.78
2025-08-06,5007.6,3331.12,976.5,1385.07,1380.87
2025-08-07,5028.72,3298.84,981.47,1385.26,1377.5
2025-08-08,4943.35,3297.57,970.89,1371.95,1356.09
2025-08-11,4967.96,3313.11,981.57,1376.87,1374.33
2025-08-12,4992.07,3325.02,968.92,1372.92,1368.58
2025-08-13,5007.33,3320.0,974.04,1375.33,1370.76
2025-08-14,4951.22,3345.58,979.35,1395.67,1367.48
2025-08-18,4958.61,3565.27,985.5,1384.2,1375.34
2025-08-19,4988.63,3541.66,979.35,1388.25,1413.56
2025-08-20,5041.29,3565.96,977.93,1442.43,1406.5
2025-08-21,5060.98,3518.05,979.4,1442.62,1418.24
2025-08-22,4983.71,3511.95,966.32,1434.04,1402.71
2025-08-25,5020.62,3511.16,966.07,1477.04,1406.1
2025-08-26,4943.35,3493.84,957.56,1474.63,1378.53
2025-08-28,4922.19,3419.07,942.22,1446.19,1379.52
2025-08-29,4920.71,3510.18,936.12,1416.78,1350.95
2025-09-01,5047.1,3585.15,935.13,1445.51,1347.67
2025-09-02,5067.57,3591.44,929.13,1444.84,1360.21
2025-09-03,5107.14,3618.1,938.92,1425.94,1366.28
2025-09-04,5081.94,3574.62,945.61,1410.42,1353.04
2025-09-05,5037.25,3630.89,947.73,1392.68,1368.67
2025-09-08,5028.3,3711.37,950.28,1381.4,1372.16
2025-09-09,5051.53,3706.35,949.45,1450.24,1369.87
2025-09-10,5081.06,3618.3,950.18,1477.52,1370.66
2025-09-11,5136.38,3638.47,952.05,1455.44,1376.93
2025-09-12,5166.4,3629.52,951.56,1470.77,1388.58
2025-09-15,5255.19,3584.16,951.32,1454.19,1392.86
2025-09-16,5265.23,3611.81,951.12,1456.98,1398.83
2025-09-17,5301.45,3602.46,950.77,1467.69,1407.29
2025-09-18,5350.87,3733.41,961.01,1485.23,1408.49
2025-09-19,5351.75,3628.53,951.17,1484.85,1400.92
2025-09-22,5278.81,3597.74,948.51,1445.61,1384.2
2025-09-23,5215.72,3678.71,941.63,1443.68,1383.4
2025-09-24,5155.28,3639.16,935.58,1440.88,1376.64
2025-09-25,5119.25,3544.61,934.4,1431.44,1366.08
2025-09-26,5092.38,3486.46,929.67,1396.83,1371.26
2025-09-29,5126.24,3408.05,934.84,1389.98,1366.48
2025-09-30,5102.12,3390.93,935.53,1389.98,1357.72
2025-10-01,5117.58,3578.95,949.55,1393.84,1362.4
2025-10-03,5102.32,3511.85,949.45,1394.61,1357.13
2025-10-06,5136.28,3480.07,957.61,1422.95,1368.67
2025-10-07,5137.76,3468.26,966.51,1406.08,1378.43
2025-10-08,5048.18,3568.62,962.78,1441.27,1361.11
2025-10-09,5065.9,3569.6,961.2,1455.06,1371.46
2025-10-10,5104.78,3579.34,964.94,1460.45,1375.34
2025-10-13,5066.88,3519.72,961.1,1439.53,1368.67
2025-10-14,5039.32,3555.43,961.25,1436.35,1369.57
2025-10-15,5092.48,3623.12,962.33,1421.41,1367.98
2025-10-16,5130.37,3721.31,978.17,1418.61,1391.86
2025-10-17,5120.53,3637.68,986.24,1389.31,1410.28
2025-10-20,5149.57,3634.83,986.63,1408.4,1460.05
2025-10-21,5157.94,3643.88,991.3,1419.48,1458.46
2025-10-23,5100.35,3617.32,992.39,1473.57,1441.73
2025-10-24,5099.86,3606.2,978.57,1470.58,1444.92
2025-10-27,5155.97,3600.69,986.63,1472.63,1477.27
2025-10-28,5094.45,3664.05,987.22,1468.42,1480.06
2025-10-29,5206.17,3661.39,991.45,1478.41,1497.28
2025-10-30,5196.32,3653.92,981.91,1462.16,1481.65
2025-10-31,5138.25,3725.34,971.24,1450.9,1479.56
2025-11-03,5173.68,3784.37,976.5,1454.04,1477.87
2025-11-04,5161.87,3760.56,969.22,1436.81,1466.32
2025-11-06,5146.12,3630.11,968.63,1435.63,1489.21
2025-11-07,4937.94,3570.58,966.32,1445.52,1471.2
2025-11-10,4913.82,3491.29,968.48,1481.44,1482.45
2025-11-11,4900.53,3555.63,975.56,1497.89,1486.53
2025-11-12,4846.88,3512.73,973.4,1518.83,1504.54
